id,sugar_level,calories,weight,fat,food_color
415,,475 cal,1374.52 gr,19 gr,Purple
416,140.95999999999998 gr,67 cal,172.14 gr,22 gr,Purple
417,104.08000000000001 gr,487 cal,1144.68 gr,19 gr,Coffee
418,111.14 gr,448 cal,1735.86 gr,14 gr,Purple
419,107.44 gr,272 cal,1917.47 gr,29 gr,Grass Green
420,138.7 gr,,1010.86 gr,33 gr,Sunset Red
421,24.440000000000012 gr,300 cal,667.21 gr,18 gr,Navy Blue
422,15.58999999999999 gr,70 cal,1036.96 gr,16 gr,Navy Blue
423,148.01 gr,640 cal,1447.6 gr,30 gr,Green
424,80.71999999999998 gr,316 cal,1674.56 gr,39 gr,Coffee
425,101.52000000000001 gr,476 cal,595.22 gr,7 gr,Rose
426,110.81 gr,77 cal,1908.77 gr,13 gr,Coffee
427,39.44 gr,304 cal,1189.29 gr,22 gr,Coffee
428,157.71 gr,522 cal,1385.77 gr,25 gr,Navy Blue
429,73.19999999999999 gr,541 cal,1530.05 gr,31 gr,Rose
430,72.6 gr,331 cal,827.98 gr,38 gr,Purple
431,157.39 gr,605 cal,1065.05 gr,41 gr,Black
432,111.82 gr,388 cal,1227.06 gr,34 gr,Black
433,70.03 gr,306 cal,1611.98 gr,29 gr,Sunset Yellow
434,41.49000000000001 gr,70 cal,1986.98 gr,22 gr,Coffee
435,78.07 gr,,1752.01 gr,35 gr,Sunset Red
436,140.83 gr,333 cal,1410.79 gr,34 gr,Black
437,41.68000000000001 gr,188 cal,359.19 gr,5 gr,Purple
438,127.24 gr,123 cal,1874.2 gr,23 gr,Sunset Yellow
439,169.06 gr,558 cal,1139.51 gr,31 gr,Grass Green
440,39.91 gr,66 cal,991.94 gr,24 gr,Rose
441,175.70999999999998 gr,521 cal,189.6 gr,23 gr,Coffee
442,107.06 gr,173 cal,1881.86 gr,41 gr,Purple
443,38.389999999999986 gr,424 cal,699.11 gr,14 gr,Green
444,103.56 gr,555 cal,1409.37 gr,29 gr,Navy Blue
445,101.14000000000001 gr,362 cal,1161.09 gr,23 gr,Rose
446,57.42 gr,178 cal,339.2 gr,29 gr,Sunset Red
447,118.32000000000001 gr,417 cal,116.61 gr,37 gr,Grass Green
448,67.07 gr,559 cal,203.55 gr,47 gr,Sunset Yellow
449,82.78 gr,458 cal,11.28 gr,27 gr,Sunset Red
450,30.560000000000002 gr,299 cal,794.54 gr,31 gr,Sunset Red
451,75.96000000000001 gr,450 cal,630.45 gr,23 gr,Rose
452,177.22 gr,455 cal,1416.93 gr,26 gr,Purple
453,126.63000000000001 gr,405 cal,919.84 gr,29 gr,Sunset Yellow
454,103.74 gr,140 cal,849.53 gr,30 gr,Black
455,63.85 gr,646 cal,583.9 gr,26 gr,Grass Green
456,143.1 gr,423 cal,412.47 gr,33 gr,Sunset Red
457,111.85999999999999 gr,338 cal,555.12 gr,26 gr,Rose
458,73.41 gr,341 cal,337.6 gr,37 gr,Purple
459,72.28 gr,527 cal,892.11 gr,22 gr,Purple
460,82.6 gr,597 cal,1971.4 gr,36 gr,Purple
461,21.200000000000003 gr,559 cal,1793.64 gr,14 gr,Rose
462,19.939999999999998 gr,77 cal,692.17 gr,24 gr,Sunset Red
463,108.30000000000001 gr,190 cal,81.12 gr,23 gr,Black
464,181.22 gr,623 cal,399.14 gr,33 gr,Green
465,87.33 gr,149 cal,1542.31 gr,20 gr,Coffee
466,112.21000000000001 gr,323 cal,1124.17 gr,13 gr,
467,120.75999999999999 gr,385 cal,407.92 gr,20 gr,Grass Green
468,33.86999999999999 gr,252 cal,109.28 gr,28 gr,Coffee
469,27.33 gr,78 cal,1526.0 gr,40 gr,Grass Green
470,123.35 gr,504 cal,1992.8 gr,38 gr,Sunset Yellow
471,99.56 gr,527 cal,1997.63 gr,13 gr,Lemon Yellow
472,105.51 gr,,1.05 gr,22 gr,Lemon Yellow
473,91.55999999999999 gr,241 cal,292.87 gr,5 gr,Navy Blue
474,121.36999999999999 gr,494 cal,1648.28 gr,,Navy Blue
475,147.2 gr,728 cal,983.23 gr,38 gr,Rose
476,179.4 gr,397 cal,600.38 gr,24 gr,Green
477,,391 cal,906.5 gr,24 gr,Rose
478,108.27 gr,461 cal,1446.98 gr,43 gr,Grass Green
479,146.35999999999999 gr,542 cal,1590.01 gr,23 gr,Grass Green
480,126.33 gr,322 cal,908.3 gr,37 gr,Navy Blue
481,41.3 gr,120 cal,92.74 gr,23 gr,Navy Blue
482,128.71 gr,653 cal,1390.76 gr,26 gr,Navy Blue
483,150.31 gr,492 cal,1275.19 gr,25 gr,Black
484,82.4 gr,366 cal,1298.68 gr,22 gr,Navy Blue
485,80.77 gr,198 cal,1108.09 gr,40 gr,Black
486,111.65 gr,308 cal,557.85 gr,40 gr,Lemon Yellow
487,153.41 gr,354 cal,1217.6 gr,22 gr,Sunset Red
488,106.58 gr,668 cal,1078.06 gr,26 gr,Black
489,122.44 gr,513 cal,697.31 gr,27 gr,Lemon Yellow
490,100.2 gr,479 cal,920.08 gr,27 gr,Sunset Yellow
491,69.19 gr,341 cal,550.41 gr,32 gr,Rose
492,143.18 gr,761 cal,299.38 gr,29 gr,Rose
493,70.21 gr,414 cal,311.86 gr,26 gr,Lemon Yellow
494,,428 cal,853.07 gr,21 gr,Purple
495,150.92 gr,799 cal,701.3 gr,29 gr,Lemon Yellow
496,148.17 gr,579 cal,1723.08 gr,22 gr,Purple
497,70.39 gr,692 cal,1458.99 gr,23 gr,Purple
498,125.33 gr,406 cal,1337.22 gr,19 gr,Purple
499,16.22 gr,412 cal,1103.3 gr,23 gr,Green
500,70.70999999999998 gr,288 cal,50.23 gr,17 gr,Green
501,79.62000000000002 gr,157 cal,545.44 gr,12 gr,Grass Green
502,61.57000000000001 gr,223 cal,1034.22 gr,10 gr,Green
503,67.91999999999999 gr,460 cal,307.89 gr,15 gr,Black
504,109.89 gr,,776.32 gr,18 gr,Grass Green
505,68.49000000000001 gr,29 cal,423.44 gr,36 gr,Green
506,73.78 gr,443 cal,549.56 gr,23 gr,Black
507,87.95 gr,101 cal,753.4 gr,38 gr,Black
508,80.67 gr,515 cal,68.14 gr,20 gr,Purple
509,145.58 gr,302 cal,371.42 gr,27 gr,Purple
510,156.4 gr,336 cal,779.49 gr,17 gr,Grass Green
511,35.480000000000004 gr,266 cal,273.82 gr,17 gr,Sunset Yellow
512,110.45999999999998 gr,490 cal,772.59 gr,25 gr,Sunset Red
513,124.06 gr,254 cal,734.38 gr,39 gr,Lemon Yellow
514,32.849999999999994 gr,362 cal,1255.18 gr,11 gr,Grass Green
515,158.01999999999998 gr,548 cal,1347.65 gr,32 gr,Coffee
516,109.82000000000001 gr,357 cal,1815.8 gr,29 gr,Sunset Red
517,132.53 gr,618 cal,1733.09 gr,39 gr,Sunset Yellow
518,69.03999999999999 gr,487 cal,1494.0 gr,19 gr,Rose
519,98.03 gr,339 cal,1209.13 gr,44 gr,Purple
520,10.399999999999991 gr,506 cal,334.26 gr,21 gr,Grass Green
521,106.66 gr,654 cal,1496.99 gr,14 gr,Purple
522,177.78 gr,583 cal,1408.11 gr,39 gr,Green
523,141.73000000000002 gr,372 cal,1079.32 gr,21 gr,Navy Blue
524,80.86999999999999 gr,459 cal,1582.31 gr,26 gr,Purple
525,93.60000000000001 gr,406 cal,340.79 gr,42 gr,Sunset Red
526,80.02 gr,358 cal,1820.07 gr,28 gr,Green
527,121.86 gr,479 cal,768.52 gr,23 gr,Sunset Red
528,122.83 gr,465 cal,125.46 gr,39 gr,Navy Blue
529,149.69 gr,626 cal,182.66 gr,38 gr,Grass Green
530,97.06 gr,259 cal,938.63 gr,14 gr,Lemon Yellow
531,148.75 gr,465 cal,429.27 gr,34 gr,Rose
532,75.13 gr,486 cal,162.96 gr,33 gr,Sunset Red
533,66.27 gr,154 cal,1161.41 gr,25 gr,Black
534,51.900000000000006 gr,53 cal,633.82 gr,8 gr,Purple
535,91.50999999999999 gr,279 cal,1822.6 gr,43 gr,Grass Green
536,120.27 gr,90 cal,1945.62 gr,34 gr,Coffee
537,147.99 gr,731 cal,1232.39 gr,30 gr,Black
538,130.10000000000002 gr,441 cal,1325.69 gr,23 gr,Sunset Red
539,121.41 gr,37 cal,169.51 gr,31 gr,Lemon Yellow
540,60.489999999999995 gr,312 cal,900.83 gr,24 gr,Purple
541,48.82000000000001 gr,160 cal,1368.6 gr,5 gr,Grass Green
542,143.48000000000002 gr,325 cal,1941.44 gr,10 gr,Coffee
543,80.4 gr,438 cal,1142.47 gr,42 gr,Lemon Yellow
544,123.67999999999999 gr,676 cal,1689.96 gr,31 gr,Lemon Yellow
545,64.16 gr,403 cal,49.05 gr,22 gr,Coffee
546,123.36000000000001 gr,275 cal,1468.04 gr,4 gr,Coffee
547,139.29 gr,616 cal,1809.98 gr,18 gr,Green
548,162.94 gr,445 cal,1755.59 gr,33 gr,Sunset Red
549,143.11 gr,293 cal,136.79 gr,19 gr,Coffee
550,64.63999999999999 gr,234 cal,1971.27 gr,21 gr,Rose
551,97.15999999999998 gr,226 cal,6.23 gr,24 gr,Purple
552,112.59 gr,440 cal,281.61 gr,25 gr,Grass Green
553,91.53999999999999 gr,504 cal,1844.29 gr,19 gr,
554,112.59 gr,657 cal,1155.49 gr,36 gr,Sunset Red
555,140.97 gr,645 cal,923.14 gr,35 gr,Lemon Yellow
556,98.0 gr,605 cal,573.81 gr,17 gr,Green
557,26.230000000000004 gr,417 cal,383.26 gr,8 gr,Green
558,88.41999999999999 gr,219 cal,807.23 gr,30 gr,Purple
559,29.189999999999984 gr,477 cal,519.75 gr,20 gr,Grass Green
560,98.07000000000001 gr,715 cal,1318.77 gr,30 gr,Grass Green
561,128.98000000000002 gr,432 cal,422.6 gr,34 gr,Navy Blue
562,103.86 gr,697 cal,671.69 gr,30 gr,Lemon Yellow
563,85.57000000000001 gr,18 cal,1149.09 gr,9 gr,Navy Blue
564,26.22999999999999 gr,482 cal,338.58 gr,29 gr,Sunset Yellow
565,112.96000000000001 gr,433 cal,837.45 gr,8 gr,Green
566,128.62 gr,430 cal,1233.48 gr,18 gr,Navy Blue
567,75.78999999999999 gr,674 cal,1651.77 gr,42 gr,Purple
568,94.82 gr,214 cal,134.09 gr,15 gr,Purple
569,79.69999999999999 gr,361 cal,1127.28 gr,29 gr,Purple
570,118.89999999999999 gr,,633.08 gr,49 gr,Green
571,141.59 gr,501 cal,1330.46 gr,39 gr,Black
572,48.24000000000001 gr,198 cal,265.27 gr,13 gr,Sunset Red
573,117.92 gr,491 cal,1636.1 gr,19 gr,Green
574,123.96 gr,432 cal,377.2 gr,14 gr,Lemon Yellow
575,171.58 gr,352 cal,985.13 gr,28 gr,Sunset Red
576,113.48000000000002 gr,94 cal,668.58 gr,31 gr,Rose
577,177.32999999999998 gr,661 cal,531.42 gr,45 gr,Coffee
578,84.17999999999999 gr,166 cal,1674.54 gr,32 gr,Green
579,131.16 gr,349 cal,436.53 gr,35 gr,Black
580,125.71 gr,453 cal,601.32 gr,22 gr,Black
581,116.11 gr,649 cal,299.26 gr,22 gr,Navy Blue
582,152.63 gr,560 cal,1254.52 gr,38 gr,Green
583,62.870000000000005 gr,366 cal,1924.3 gr,26 gr,Purple
584,87.08 gr,52 cal,80.19 gr,38 gr,Rose
585,115.98 gr,404 cal,1654.42 gr,36 gr,Sunset Yellow
586,13.260000000000005 gr,376 cal,24.67 gr,13 gr,Purple
587,91.95 gr,318 cal,1629.87 gr,,Rose
588,81.9 gr,56 cal,25.52 gr,20 gr,Grass Green
589,23.5 gr,445 cal,1400.82 gr,26 gr,Sunset Yellow
590,103.53 gr,456 cal,362.82 gr,41 gr,Green
591,132.2 gr,654 cal,1881.22 gr,32 gr,Green
592,125.39 gr,411 cal,1616.0 gr,31 gr,Sunset Red
593,64.38000000000001 gr,431 cal,1099.09 gr,9 gr,Grass Green
594,73.86 gr,295 cal,1403.46 gr,29 gr,Navy Blue
595,90.44 gr,76 cal,1127.49 gr,22 gr,Sunset Red
596,74.06 gr,530 cal,235.51 gr,19 gr,Grass Green
597,76.36 gr,250 cal,1275.11 gr,35 gr,Lemon Yellow
598,94.41999999999999 gr,378 cal,1484.04 gr,24 gr,Lemon Yellow
599,58.28 gr,110 cal,320.22 gr,28 gr,Navy Blue
600,78.03 gr,575 cal,1437.76 gr,19 gr,Green
601,100.3 gr,227 cal,174.57 gr,9 gr,Green
602,110.1 gr,33 cal,1872.46 gr,2 gr,Sunset Red
603,57.760000000000005 gr,177 cal,1572.0 gr,20 gr,Coffee
604,83.38 gr,151 cal,864.32 gr,16 gr,Green
605,62.88 gr,85 cal,1729.53 gr,22 gr,Navy Blue
606,118.44999999999999 gr,519 cal,836.24 gr,45 gr,Lemon Yellow
607,86.03 gr,344 cal,1962.2 gr,32 gr,Coffee
608,141.3 gr,473 cal,966.66 gr,29 gr,Lemon Yellow
609,111.61999999999999 gr,683 cal,79.96 gr,20 gr,Purple
610,142.81 gr,630 cal,1636.14 gr,33 gr,Lemon Yellow
611,72.72 gr,635 cal,809.62 gr,23 gr,Rose
612,167.35 gr,474 cal,339.76 gr,28 gr,Rose
613,144.63 gr,425 cal,1682.04 gr,29 gr,Purple
614,155.32999999999998 gr,423 cal,1260.38 gr,27 gr,
615,173.15 gr,605 cal,751.33 gr,32 gr,Sunset Yellow
616,83.65 gr,384 cal,1241.25 gr,39 gr,Black
617,79.57 gr,567 cal,305.13 gr,27 gr,Lemon Yellow
618,106.19 gr,306 cal,1157.37 gr,35 gr,Grass Green
619,92.66 gr,348 cal,218.73 gr,17 gr,Navy Blue
620,32.66 gr,72 cal,1382.75 gr,27 gr,Coffee
621,59.45000000000002 gr,464 cal,865.07 gr,25 gr,Purple
622,63.669999999999995 gr,66 cal,1634.88 gr,17 gr,Lemon Yellow
623,145.09 gr,699 cal,1139.9 gr,30 gr,Sunset Red
624,162.04 gr,622 cal,1839.43 gr,32 gr,Lemon Yellow
625,116.72999999999999 gr,541 cal,808.13 gr,40 gr,Purple
626,156.75 gr,637 cal,914.45 gr,33 gr,Sunset Yellow
627,127.62 gr,390 cal,161.51 gr,25 gr,Rose
628,57.33999999999999 gr,353 cal,1501.45 gr,25 gr,Sunset Red
629,133.94 gr,748 cal,1624.01 gr,26 gr,Purple
630,131.68 gr,520 cal,1232.78 gr,32 gr,Black
631,42.46000000000001 gr,97 cal,955.69 gr,32 gr,Navy Blue
632,140.35 gr,554 cal,1792.21 gr,43 gr,Green
633,117.74000000000001 gr,552 cal,1512.85 gr,15 gr,Purple
634,111.07 gr,561 cal,1861.57 gr,37 gr,Grass Green
635,81.00999999999999 gr,572 cal,361.81 gr,38 gr,Purple
636,116.63 gr,354 cal,857.91 gr,24 gr,Black
637,127.0 gr,43 cal,1442.16 gr,21 gr,Black
638,75.20000000000002 gr,,678.01 gr,26 gr,Rose
639,102.9 gr,97 cal,371.72 gr,19 gr,Navy Blue
640,83.97 gr,517 cal,1566.46 gr,21 gr,Grass Green
641,98.28 gr,28 cal,379.25 gr,29 gr,Black
642,131.5 gr,275 cal,3.76 gr,33 gr,Lemon Yellow
643,112.44999999999999 gr,542 cal,1546.36 gr,27 gr,Lemon Yellow
644,119.61000000000001 gr,558 cal,218.35 gr,18 gr,Green
645,96.14 gr,409 cal,21.21 gr,33 gr,Coffee
646,56.8 gr,416 cal,99.97 gr,24 gr,Rose
647,33.86 gr,61 cal,515.71 gr,42 gr,Coffee
648,116.71000000000001 gr,555 cal,71.23 gr,23 gr,Black
649,99.13 gr,543 cal,1299.25 gr,36 gr,Navy Blue
650,132.53 gr,563 cal,966.64 gr,37 gr,Black
651,114.86000000000001 gr,668 cal,1959.88 gr,41 gr,Green
652,76.31 gr,435 cal,591.86 gr,24 gr,Rose
653,97.81 gr,305 cal,1635.55 gr,1 gr,Purple
654,30.429999999999993 gr,463 cal,538.02 gr,10 gr,Rose
655,28.159999999999997 gr,302 cal,942.29 gr,18 gr,Lemon Yellow
656,87.67 gr,207 cal,1063.99 gr,41 gr,Navy Blue
657,69.03 gr,656 cal,1356.35 gr,35 gr,Lemon Yellow
658,141.7 gr,730 cal,1975.02 gr,27 gr,Sunset Red
659,125.86000000000001 gr,354 cal,1763.07 gr,31 gr,Sunset Yellow
660,79.78000000000002 gr,379 cal,257.4 gr,29 gr,Lemon Yellow
661,141.06 gr,695 cal,1549.03 gr,22 gr,Navy Blue
662,143.03 gr,601 cal,1321.21 gr,27 gr,Purple
663,147.07999999999998 gr,630 cal,231.75 gr,28 gr,Navy Blue
664,135.35 gr,382 cal,1994.02 gr,35 gr,Black
665,115.74 gr,503 cal,887.04 gr,,Sunset Red
666,178.93 gr,524 cal,297.57 gr,36 gr,Purple
667,112.31 gr,407 cal,1838.77 gr,47 gr,Green
668,73.61000000000001 gr,71 cal,1013.25 gr,34 gr,
669,12.540000000000006 gr,498 cal,1486.8 gr,35 gr,Purple
670,148.44 gr,580 cal,973.0 gr,25 gr,Purple
671,124.89999999999999 gr,616 cal,54.76 gr,30 gr,Black
672,61.85999999999999 gr,193 cal,960.21 gr,20 gr,Lemon Yellow
673,48.55 gr,192 cal,1184.05 gr,19 gr,Navy Blue
674,72.14 gr,347 cal,246.05 gr,11 gr,Green
675,122.91 gr,239 cal,577.36 gr,30 gr,Green
676,51.599999999999994 gr,544 cal,467.7 gr,33 gr,Sunset Red
677,119.03999999999999 gr,411 cal,1852.86 gr,31 gr,Purple
678,179.07 gr,403 cal,1392.88 gr,35 gr,Rose
679,121.32 gr,376 cal,747.24 gr,40 gr,Black
680,162.31 gr,679 cal,1204.37 gr,20 gr,Rose
681,45.60000000000001 gr,256 cal,1890.26 gr,36 gr,Lemon Yellow
682,85.60999999999999 gr,263 cal,160.39 gr,24 gr,Black
683,144.99 gr,420 cal,1734.26 gr,39 gr,Sunset Red
684,85.77999999999999 gr,422 cal,1949.14 gr,21 gr,Grass Green
685,96.8 gr,469 cal,1792.47 gr,39 gr,Grass Green
686,122.42999999999999 gr,490 cal,0.95 gr,21 gr,Rose
687,124.97 gr,537 cal,,44 gr,Sunset Red
688,75.07 gr,511 cal,1295.49 gr,23 gr,Navy Blue
689,82.68 gr,111 cal,388.32 gr,36 gr,Sunset Red
690,62.2 gr,358 cal,1944.96 gr,,Navy Blue
691,115.89999999999999 gr,726 cal,410.01 gr,23 gr,Black
692,153.21 gr,687 cal,334.67 gr,33 gr,Black
693,95.98 gr,416 cal,491.77 gr,18 gr,Black
694,143.01 gr,760 cal,1363.81 gr,34 gr,Sunset Yellow
695,50.489999999999995 gr,433 cal,1929.06 gr,10 gr,Sunset Red
696,72.75 gr,464 cal,639.62 gr,10 gr,Navy Blue
697,155.84 gr,379 cal,1664.74 gr,43 gr,Coffee
698,71.02000000000001 gr,464 cal,1111.82 gr,26 gr,Black
699,72.09 gr,487 cal,513.3 gr,22 gr,Green
700,79.47000000000001 gr,347 cal,483.05 gr,13 gr,Navy Blue
701,127.12 gr,474 cal,1676.61 gr,41 gr,Coffee
702,27.450000000000003 gr,94 cal,801.43 gr,24 gr,Lemon Yellow
703,29.879999999999995 gr,148 cal,634.89 gr,22 gr,Purple
704,75.12 gr,158 cal,381.41 gr,14 gr,Black
705,58.09000000000002 gr,191 cal,405.99 gr,12 gr,Lemon Yellow
706,147.16 gr,636 cal,288.29 gr,12 gr,Black
707,96.65 gr,296 cal,733.33 gr,28 gr,Rose
708,73.87 gr,700 cal,351.98 gr,25 gr,Green
709,145.71 gr,370 cal,963.02 gr,30 gr,Rose
710,99.57 gr,262 cal,1000.03 gr,26 gr,Grass Green
711,117.38 gr,498 cal,1500.6 gr,29 gr,Purple
712,115.57 gr,358 cal,1022.99 gr,29 gr,Rose
713,126.71 gr,383 cal,1584.59 gr,7 gr,Grass Green
714,33.14 gr,377 cal,618.25 gr,5 gr,Rose
715,,411 cal,451.63 gr,41 gr,Sunset Yellow
716,130.57999999999998 gr,66 cal,1755.21 gr,15 gr,Navy Blue
717,75.65 gr,189 cal,858.2 gr,30 gr,Lemon Yellow
718,41.359999999999985 gr,427 cal,1376.33 gr,15 gr,Black
719,120.64 gr,596 cal,1411.95 gr,26 gr,Sunset Red
720,13.77000000000001 gr,358 cal,1784.69 gr,13 gr,Sunset Red
721,134.29000000000002 gr,395 cal,611.95 gr,11 gr,Rose
722,90.48 gr,203 cal,1006.76 gr,13 gr,Sunset Red
723,141.87 gr,567 cal,1363.71 gr,36 gr,Rose
724,114.95 gr,186 cal,1340.07 gr,23 gr,Lemon Yellow
725,144.53 gr,511 cal,1605.51 gr,27 gr,Navy Blue
726,77.3 gr,299 cal,1158.87 gr,28 gr,Black
727,43.88000000000001 gr,362 cal,1329.32 gr,7 gr,Navy Blue
728,125.69999999999999 gr,144 cal,460.06 gr,29 gr,Coffee
729,124.6 gr,437 cal,1137.66 gr,30 gr,Purple
730,40.93000000000001 gr,502 cal,1275.21 gr,35 gr,Black
731,73.30999999999999 gr,97 cal,1101.98 gr,9 gr,Black
732,124.05 gr,490 cal,150.13 gr,15 gr,Sunset Yellow
733,87.11 gr,414 cal,811.74 gr,49 gr,Black
734,38.68000000000001 gr,533 cal,913.79 gr,27 gr,Sunset Yellow
735,138.42 gr,355 cal,743.98 gr,15 gr,Rose
736,124.46000000000001 gr,505 cal,182.08 gr,15 gr,Purple
737,115.21 gr,548 cal,706.74 gr,21 gr,Black
738,64.84 gr,290 cal,886.88 gr,4 gr,Rose
739,92.98 gr,,1959.53 gr,38 gr,Green
740,60.62 gr,703 cal,440.18 gr,20 gr,Lemon Yellow
741,39.89 gr,220 cal,1246.09 gr,13 gr,Navy Blue
742,94.15 gr,309 cal,821.02 gr,9 gr,Grass Green
743,68.33000000000001 gr,105 cal,1033.42 gr,28 gr,Black
744,87.97 gr,431 cal,1439.31 gr,23 gr,Black
745,138.57999999999998 gr,616 cal,1779.37 gr,23 gr,Black
746,66.7 gr,441 cal,1200.41 gr,11 gr,Coffee
747,103.94 gr,122 cal,130.51 gr,17 gr,Lemon Yellow
748,81.85000000000001 gr,394 cal,1431.88 gr,28 gr,Green
749,181.70999999999998 gr,310 cal,1592.73 gr,30 gr,Rose
750,105.50999999999999 gr,504 cal,1325.7 gr,39 gr,Green
751,57.230000000000004 gr,307 cal,1268.63 gr,14 gr,Sunset Red
752,101.06 gr,412 cal,262.58 gr,26 gr,Sunset Yellow
753,67.63 gr,197 cal,1787.53 gr,28 gr,Purple
754,83.40999999999998 gr,490 cal,1260.76 gr,22 gr,Rose
755,115.2 gr,747 cal,1515.32 gr,24 gr,Lemon Yellow
756,135.89000000000001 gr,510 cal,1547.66 gr,25 gr,Rose
757,133.38 gr,485 cal,429.11 gr,39 gr,Green
758,39.94 gr,183 cal,1368.46 gr,26 gr,Rose
759,81.82999999999998 gr,71 cal,1162.56 gr,24 gr,Lemon Yellow
760,90.00999999999999 gr,396 cal,1848.88 gr,31 gr,Sunset Yellow
761,172.64000000000001 gr,384 cal,1794.43 gr,27 gr,Black
762,165.23000000000002 gr,538 cal,849.17 gr,15 gr,Sunset Yellow
763,88.95999999999998 gr,248 cal,1206.29 gr,15 gr,Sunset Yellow
764,116.38 gr,732 cal,572.65 gr,21 gr,Lemon Yellow
765,77.75 gr,428 cal,545.11 gr,17 gr,Green
766,101.16999999999999 gr,287 cal,1383.31 gr,21 gr,Green
767,85.34 gr,534 cal,980.45 gr,46 gr,Lemon Yellow
768,131.82 gr,213 cal,333.45 gr,30 gr,Purple
769,87.77 gr,437 cal,708.07 gr,46 gr,Rose
770,13.840000000000003 gr,48 cal,1414.36 gr,13 gr,Black
771,50.209999999999994 gr,310 cal,355.96 gr,33 gr,Grass Green
772,117.95999999999998 gr,384 cal,422.89 gr,21 gr,Sunset Yellow
773,69.05000000000001 gr,300 cal,587.95 gr,18 gr,Grass Green
774,114.0 gr,707 cal,1875.87 gr,29 gr,Coffee
775,109.84 gr,216 cal,631.21 gr,16 gr,Sunset Red
776,114.94 gr,506 cal,1904.77 gr,40 gr,Grass Green
777,122.64 gr,684 cal,344.08 gr,34 gr,Purple
778,83.71000000000001 gr,671 cal,1802.04 gr,29 gr,Navy Blue
779,94.08 gr,479 cal,449.61 gr,35 gr,Sunset Red
780,110.88999999999999 gr,654 cal,1353.21 gr,30 gr,Lemon Yellow
781,80.22999999999999 gr,277 cal,1470.36 gr,29 gr,Purple
782,89.41 gr,356 cal,1460.18 gr,12 gr,Grass Green
783,34.58999999999999 gr,413 cal,733.35 gr,19 gr,Grass Green
784,148.18 gr,452 cal,1198.02 gr,22 gr,Coffee
785,93.48000000000002 gr,79 cal,346.45 gr,23 gr,Navy Blue
786,113.02000000000001 gr,465 cal,1526.24 gr,26 gr,
787,147.94 gr,665 cal,1896.78 gr,45 gr,Rose
788,48.269999999999996 gr,86 cal,73.86 gr,27 gr,Grass Green
789,53.959999999999994 gr,493 cal,714.67 gr,41 gr,Rose
790,63.31 gr,213 cal,32.19 gr,24 gr,Purple
791,111.94999999999999 gr,187 cal,462.22 gr,22 gr,Sunset Yellow
792,62.46000000000001 gr,297 cal,124.83 gr,9 gr,Rose
793,116.69 gr,380 cal,1597.54 gr,39 gr,Navy Blue
794,101.74000000000001 gr,742 cal,1636.17 gr,44 gr,Sunset Yellow
795,130.72 gr,89 cal,1980.01 gr,29 gr,Rose
796,129.44 gr,264 cal,284.51 gr,36 gr,Purple
797,127.88 gr,446 cal,266.5 gr,6 gr,
798,78.21 gr,503 cal,1552.75 gr,30 gr,Navy Blue
799,55.379999999999995 gr,151 cal,1095.27 gr,21 gr,Grass Green
800,132.51 gr,489 cal,1405.74 gr,19 gr,Green
801,136.25 gr,53 cal,1713.97 gr,36 gr,Coffee
802,70.49 gr,404 cal,541.55 gr,26 gr,Sunset Yellow
803,68.33 gr,,1911.91 gr,31 gr,Green
804,77.27000000000001 gr,99 cal,1545.07 gr,9 gr,Green
805,137.06 gr,723 cal,409.74 gr,37 gr,Black
806,124.28 gr,390 cal,142.53 gr,21 gr,Rose
807,130.04000000000002 gr,482 cal,534.03 gr,39 gr,Coffee
808,80.15 gr,29 cal,186.04 gr,17 gr,Sunset Yellow
809,14.709999999999994 gr,486 cal,348.72 gr,33 gr,Green
810,88.60000000000001 gr,,1076.3 gr,18 gr,Sunset Yellow
811,107.45 gr,596 cal,609.24 gr,34 gr,Lemon Yellow
812,113.39 gr,66 cal,886.55 gr,28 gr,Lemon Yellow
813,138.06 gr,720 cal,1297.91 gr,35 gr,Sunset Red
814,97.30000000000001 gr,614 cal,401.77 gr,,Green
815,124.29 gr,528 cal,1583.21 gr,15 gr,Navy Blue
816,100.56 gr,80 cal,1514.03 gr,18 gr,Green
817,164.97 gr,525 cal,730.56 gr,38 gr,Green
818,139.29 gr,120 cal,353.71 gr,25 gr,Purple
819,73.14999999999999 gr,526 cal,264.55 gr,27 gr,Navy Blue
820,129.64000000000001 gr,456 cal,1874.44 gr,23 gr,Purple
821,120.66 gr,69 cal,1341.48 gr,29 gr,Navy Blue
822,56.010000000000005 gr,708 cal,1681.39 gr,30 gr,Black
823,130.44 gr,722 cal,1514.38 gr,29 gr,Coffee
824,160.0 gr,343 cal,991.89 gr,20 gr,Coffee
825,158.15 gr,738 cal,1441.15 gr,27 gr,Sunset Yellow
826,180.4 gr,305 cal,1476.85 gr,47 gr,Rose
827,13.809999999999988 gr,227 cal,1450.57 gr,34 gr,Black
828,67.07 gr,614 cal,1074.51 gr,46 gr,Rose
829,102.74 gr,590 cal,1433.71 gr,23 gr,
830,71.26 gr,314 cal,1319.73 gr,18 gr,Navy Blue
831,77.97999999999999 gr,435 cal,390.75 gr,21 gr,Purple
832,107.69 gr,418 cal,795.98 gr,20 gr,Sunset Red
833,59.1 gr,429 cal,934.56 gr,9 gr,Black
834,144.57999999999998 gr,599 cal,379.72 gr,,Coffee
